S.No,e-Published Date,Closing Date,Opening Date,Title and Ref.No./Tender ID,Organisation Chain,Tender Links,Organisation Name
1796,2023-02-07 18:30:00,2023-02-13 16:00:00,2023-02-14 16:30:00,"[Construction of National Centre for R and D in Bulk Drugs NCRDBD at NIPER Hyderabad Campus, Balanagar,Hyderabad, Telangana ]  [NPCC/SEZ/CA/NIPER/NCRDBD/251][2023_NPCC_144526_1]",National Projects Construction Corporation Limited||South Eastern Zone (Bhubaneswar) - NPCC,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=ScYsC4V9q9a3HbcgFN%2BdMtA%3D%3D,National Projects Construction Corporation Limited
1797,2023-02-07 17:00:00,2023-02-21 17:00:00,2023-02-22 17:15:00,"[E-Tender for Construction of Multistoried Accommodation for Patients at Panchavati Campus,]  [NPCC/SZO/AIISH/561][2023_NPCC_144424_1]",National Projects Construction Corporation Limited||Southern Zone (Bengaluru) - NPCC,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SDkrOk%2FJLanqgnm0NKwsLGA%3D%3D,National Projects Construction Corporation Limited
1798,2023-02-07 17:00:00,2023-02-13 16:00:00,2023-02-14 16:30:00,"[Construction of Medical CHC Building at Hatigarh in the District of Balasore, Odisha ]  [ NPCC/SEZ/CA/CHC/BLS-HTG/249][2023_NPCC_144505_1]",National Projects Construction Corporation Limited||South Eastern Zone (Bhubaneswar) - NPCC,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SHFVzMUooYMucAZCIypqy0w%3D%3D,National Projects Construction Corporation Limited
1799,2023-02-07 16:30:00,2023-02-13 16:00:00,2023-02-14 16:30:00,"[Construction of Medical CHC Building at K.C.Pur in the District of Mayurbhanj, Odisha ]  [ NPCC/SEZ/CA/CHC/MAY-KCP/250][2023_NPCC_144493_1]",National Projects Construction Corporation Limited||South Eastern Zone (Bhubaneswar) - NPCC,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SFEnzDcQPRwlEHeHg%2F9uOrw%3D%3D,National Projects Construction Corporation Limited
1800,2023-02-07 10:00:00,2023-02-18 15:00:00,2023-02-20 15:00:00,[Construction of Augmentation of Additional Bed by provision of 6 and 50 Bed field hospital at different Locations in District GORAKHPUR (UP) ]  [UPZ/356/GOR/KP1/22-23/1070][2023_NPCC_144408_1],National Projects Construction Corporation Limited||UP Zone (Lucknow) - NPCC,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=Sa1h9HRnexTRqd5N1tQBziw%3D%3D,National Projects Construction Corporation Limited
1801,2023-02-07 10:00:00,2023-02-18 15:00:00,2023-02-20 15:00:00,[Construction of Augmentation of Additional Bed by provision of 6 and 50 Bed field hospital at different Locations in District GORAKHPUR (UP) ]  [UPZ/356/GORK/P2/22-23/1071][2023_NPCC_144409_1],National Projects Construction Corporation Limited||UP Zone (Lucknow) - NPCC,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SP%2Fx4CaZgvlLVipNiNd1pyA%3D%3D,National Projects Construction Corporation Limited
1802,2023-02-06 18:15:00,2023-02-13 16:00:00,2023-02-14 16:30:00,[Architectural and Engineering Consultancy Services Including TPQA for Construction of Medical CHC Building At Thakurmunda in the District of Mayurbhanj Odisha ]  [ NPCC/SEZ/AC/CHC/MYR-THA/248 ][2023_NPCC_144368_1],National Projects Construction Corporation Limited||South Eastern Zone (Bhubaneswar) - NPCC,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S80008ku06JUEzgoGEHxO7w%3D%3D,National Projects Construction Corporation Limited
1803,2023-02-06 17:15:00,2023-02-13 16:00:00,2023-02-14 16:30:00,[Architectural and Engineering Consultancy Services Including TPQA for Construction of Medical CHC Building At Hatabharandi in The District of Nabarangpur Odisha ]  [ NPCC/SEZ/AC/CHC/NAB-HAB/247][2023_NPCC_144348_1],National Projects Construction Corporation Limited||South Eastern Zone (Bhubaneswar) - NPCC,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S5ilBBqsY8hqgLwPA3XNlpQ%3D%3D,National Projects Construction Corporation Limited
1804,2023-02-06 15:30:00,2023-02-13 16:00:00,2023-02-14 16:30:00,[Architectural and Engineering Consultancy Services Including TPQA for Construction of Medical CHC Building At Hatigarh in the District of Balasore Odisha ]  [NPCC/SEZ/AC/CHC/BLS-HAT/246][2023_NPCC_144318_1],National Projects Construction Corporation Limited||South Eastern Zone (Bhubaneswar) - NPCC,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SjPd1bArLdbLAPRzTlqwYfw%3D%3D,National Projects Construction Corporation Limited
1805,2023-02-06 11:30:00,2023-02-20 16:00:00,2023-02-21 16:30:00,"[Architectural and Engineering Consultancy Services for Construction and Development of Interior Work of Town Hall at Vyasnagar, Jajpur, Odisha for the year 2022-23 ]  [NPCC/SEZ/AC/TWH/239 ][2023_NPCC_144225_1]",National Projects Construction Corporation Limited||South Eastern Zone (Bhubaneswar) - NPCC,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S2Y2MKJ0wqzpFUbcLo4%2BY%2BA%3D%3D,National Projects Construction Corporation Limited
1806,2023-02-06 10:00:00,2023-02-17 15:00:00,2023-02-18 15:00:00,[Construction of Augmentation of Additional Bed by provision of 6 and 50 Bed field hospital at different Locations in District SIDDHARTH NAGAR (UP)]  [UPZ/356/ECRPII/SIDD/22-23/1061][2023_NPCC_144179_1],National Projects Construction Corporation Limited||UP Zone (Lucknow) - NPCC,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=St6aO9%2F4WXYlVaN%2FtD2d7EA%3D%3D,National Projects Construction Corporation Limited
1807,2023-02-04 10:00:00,2023-02-14 15:00:00,2023-02-15 15:00:00,[Repair and Renovation of 42 Bedded Ward at Govt. Medical College District Siddharth Nagar Uttar Pradesh.]  [UPZ/356/SIDD/RR/22-23/1056][2023_NPCC_144072_1],National Projects Construction Corporation Limited||UP Zone (Lucknow) - NPCC,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S0UNZg%2FUCDjhwWDvZS88Txw%3D%3D,National Projects Construction Corporation Limited
1808,2023-02-03 18:50:00,2023-02-09 16:00:00,2023-02-10 16:30:00,[Architectural and Engineering Consultancy Services Including TPQA for Construction of Medical CHC Building At Nandahandi in the District of Nabarangpur Odisha ]  [NPCC/SEZ/AC/CHC/NAB-NAD/224][2023_NPCC_142555_2],National Projects Construction Corporation Limited||South Eastern Zone (Bhubaneswar) - NPCC,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SBtgKFH%2FxIlR6SNzBrHdfOA%3D%3D,National Projects Construction Corporation Limited
1809,2023-02-03 18:30:00,2023-02-09 16:00:00,2023-02-10 16:30:00,[Architectural and Engineering Consultancy Services Including TPQA for Construction of Medical CHC Building At Pujariguda in the District of Nabarangpur Odisha ]  [ NPCC/SEZ/AC/CHC/NAB-PUJ/223][2023_NPCC_142550_2],National Projects Construction Corporation Limited||South Eastern Zone (Bhubaneswar) - NPCC,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SzoAd5K7ERXUUi%2BGQO7F8Jg%3D%3D,National Projects Construction Corporation Limited
1810,2023-02-03 18:15:00,2023-02-09 16:00:00,2023-02-10 16:30:00,[Architectural and Engineering Consultancy Services Including TPQA for Construction of Medical CHC Building At Badampahara in the District of Mayurbhanj Odisha]  [NPCC/SEZ/AC/CHC/MYR-BAD/222][2023_NPCC_142546_2],National Projects Construction Corporation Limited||South Eastern Zone (Bhubaneswar) - NPCC,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SwPqhBVlL9tQ5XQvpPn6dWw%3D%3D,National Projects Construction Corporation Limited
1811,2023-02-03 17:30:00,2023-02-09 16:00:00,2023-02-10 16:30:00,[Architectural and Engineering Consultancy Services Including TPQA for Medical CHC Building At K.C. Pur in the District of Mayurbhanj Odisha ]  [NPCC/SEZ/AC/CHC/MYR-KCP/221][2023_NPCC_142545_2],National Projects Construction Corporation Limited||South Eastern Zone (Bhubaneswar) - NPCC,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=Sci%2BrHNUXcZ2ifBGEOd%2BrTg%3D%3D,National Projects Construction Corporation Limited
1812,2023-02-03 17:00:00,2023-02-09 16:00:00,2023-02-10 16:30:00,[Architectural and Engineering Consultancy Services Including TPQA for Construction of Medical CHC Building At Barasahi in the District of Mayurbhanj Odisha ]  [ NPCC/SEZ/AC/CHC/MYR-BAR/220][2023_NPCC_142544_2],National Projects Construction Corporation Limited||South Eastern Zone (Bhubaneswar) - NPCC,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SlqFZhjzgGdAOxrGyweuk0g%3D%3D,National Projects Construction Corporation Limited
1813,2023-02-03 17:00:00,2023-02-09 16:00:00,2023-02-10 16:30:00,[Architectural and Engineering Consultancy Services Including TPQA for Construction of Medical CHC Building At Laikera in the District of Jharsuguda Odisha ]  [NPCC/SEZ/AC/CHC/JHA-LAI/219][2023_NPCC_142542_2],National Projects Construction Corporation Limited||South Eastern Zone (Bhubaneswar) - NPCC,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SOKLKvVhRNvvMv50znYTXXA%3D%3D,National Projects Construction Corporation Limited
1814,2023-02-03 15:00:00,2023-02-14 15:00:00,2023-02-15 15:00:00,[Construction of Additional Bed by provision of 6 and 50 Bed field hospital at different Locations in District MAHARAJGANJ (UP).]  [UPZ/356/ECRPII/MAHA/22-23/1053][2023_NPCC_143950_1],National Projects Construction Corporation Limited||UP Zone (Lucknow) - NPCC,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SQrDlnTYN%2FXLJPcZZz7UleQ%3D%3D,National Projects Construction Corporation Limited
1815,2023-01-27 09:00:00,2023-02-09 15:00:00,2023-02-10 15:30:00,"[Construction and Up-gradation of existing Girls Hostel at Kamla Nagar, Lawngtlai, Mizoram on Engineering, Procurement and Construction (EPC)/ Turnkey mode]  [NPCC/NEZ/GHY/NEC/LAWNGTLAI/55][2023_NPCC_142999_1]",National Projects Construction Corporation Limited||North East Zone (Guwahati) - NPCC,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SaB5PsGYL%2F4gKD%2FYNngOyqA%3D%3D,National Projects Construction Corporation Limited
1816,2023-01-20 11:00:00,2023-02-09 15:00:00,2023-02-10 15:30:00,"[Construction and Development of Animal House, R and D Building, Boys and Girls Hostel, ESS, Services, Landscaping Etc. For NIPER, Hyderabad, Telangana]  [NPCC/SEZ/CA/NIPER-I/214][2023_NPCC_142238_1]",National Projects Construction Corporation Limited||South Eastern Zone (Bhubaneswar) - NPCC,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SCwQVOD8RwvA%2Fx%2Bix8FktdA%3D%3D,National Projects Construction Corporation Limited
1817,2023-01-18 09:00:00,2023-02-14 15:00:00,2023-02-15 15:30:00,"[CONSTRUCTION OF BORDER FLOOD LIGHTING ALONG INDOBANGLADESH BORDER IN THE STATE OF TRIPURA FROM BP NO. 2270 To 2273/ 10KM TO BP NO. 2273 to 2275 5.0KM, (15KM)]  [NPCC/NEZ/GHY/IBB/TR/26][2023_NPCC_141991_1]",National Projects Construction Corporation Limited||North East Zone (Guwahati) - NPCC,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SCZlVUC745h20OM%2B1Qqrlww%3D%3D,National Projects Construction Corporation Limited
1818,2023-01-11 15:00:00,2023-02-13 15:00:00,2023-02-14 12:00:00,"[Hiring of SEDAN i.e. (DEZIRE, XCENT ETC) Vehicle (AC) for frequent movement of NPCC Official to visit client office and NPCC sites of UP under Meerut Unit]  [UPZ/Vehicle/Hathras/22-23/935][2023_NPCC_141237_1]",National Projects Construction Corporation Limited||UP Zone (Lucknow) - NPCC,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=ShX96zx9qamSLcbMRDpVHdQ%3D%3D,National Projects Construction Corporation Limited
1819,2023-02-08 10:00:00,2023-02-15 12:00:00,2023-02-15 12:10:00,"[Improvement and Development of Gali Parathe Wali and its side lane in Ward No. 74 (Old Ward No. 84N), Chandni Chowk CSPZ]  [EE(M)-II/CITY-SPZ/22-23/25.05][2023_NDMC_144533_1]",North Delhi Municipal Corporation||Enigeering Electric -North DMC,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S%2B%2Bp5PZhJr0U3%2FuUFnGAGhg%3D%3D,North Delhi Municipal Corporation
1820,2023-02-08 10:00:00,2023-02-15 12:00:00,2023-02-15 12:10:00,"[Improvement and Development of Lane of Kucha Mahajani and its side lane in Ward No. 74 (Old Ward No. 84N), Chandni Chowk CSPZ.]  [EE(M)-II/CITY-SPZ/22-23/25.02][2023_NDMC_144530_1]",North Delhi Municipal Corporation||Enigeering Electric -North DMC,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S7yz4rkRRPh%2FSXQt3hfGfVA%3D%3D,North Delhi Municipal Corporation
1821,2023-02-08 10:00:00,2023-02-15 12:00:00,2023-02-15 12:10:00,"[Improvement and Repair of Potholes of Angoori Bagh and its Side lanes in Ward No. 74, Chandni Chowk, CSPZ.]  [EE(M)-II/CITY-SPZ/22-23/25.03][2023_NDMC_144531_1]",North Delhi Municipal Corporation||Enigeering Electric -North DMC,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SFCu2yqd46UEgjb02%2FNV5zA%3D%3D,North Delhi Municipal Corporation
1822,2023-02-08 10:00:00,2023-02-15 12:00:00,2023-02-15 12:10:00,"[Improvement / Repair of Drain at Jamuna Bazaar Parking (Red Fort Mote outfall side) by providing Precast/RCC Slab and Repair of Manholes and Gully Chambers of Townhall Road, Dariba Kalan Road, More Sarai Road and Church mission road in Ward No. 74, C]  [EE(M)-II/CITY-SPZ/22-23/25.04][2023_NDMC_144532_1]",North Delhi Municipal Corporation||Enigeering Electric -North DMC,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S0NF5PDMlDsJ3EQVjbYXaXw%3D%3D,North Delhi Municipal Corporation
1823,2023-02-08 10:00:00,2023-02-15 12:00:00,2023-02-15 12:10:00,"[Improvement and Repair of Toilet Blocks/Urinals at Kinari Bazaar and Townhall Adjoining area (Heritage Walk Way) in Ward No. 74, Chandni Chowk CSPZ.]  [EE(M)-II/CITY-SPZ/22-23/25.01][2023_NDMC_144529_1]",North Delhi Municipal Corporation||Enigeering Electric -North DMC,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SijoYK7KpC6HjNuDK2F1URg%3D%3D,North Delhi Municipal Corporation
1824,2023-02-07 17:00:00,2023-02-14 10:00:00,2023-02-15 10:00:00,[28/MWEEE-I/2022-23/TC Item.10]  [28/MWEEE-I/2022-23/TC Item.10][2023_NDMC_144305_1],North Delhi Municipal Corporation||Enigeering Electric -North DMC,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SRbC%2FR2fwE8qckygT9Ob0mQ%3D%3D,North Delhi Municipal Corporation
1825,2023-02-07 17:00:00,2023-02-14 10:00:00,2023-02-15 10:00:00,[28/MWEEE-I/2022-23/TC Item.15]  [28/MWEEE-I/2022-23/TC Item.15][2023_NDMC_144311_1],North Delhi Municipal Corporation||Enigeering Electric -North DMC,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SCw6gtMCJTSwLyrCWKu520g%3D%3D,North Delhi Municipal Corporation
1826,2023-02-07 17:00:00,2023-02-14 10:00:00,2023-02-15 10:00:00,[28/MWEEE-I/2022-23/TC Item.09]  [28/MWEEE-I/2022-23/TC Item.09][2023_NDMC_144304_1],North Delhi Municipal Corporation||Enigeering Electric -North DMC,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SstPYHu3qOyPRD9jsAkqTzA%3D%3D,North Delhi Municipal Corporation
1827,2023-02-07 17:00:00,2023-02-14 10:00:00,2023-02-15 10:00:00,[28/MWEEE-I/2022-23/TC Item.13]  [28/MWEEE-I/2022-23/TC Item.13][2023_NDMC_144309_1],North Delhi Municipal Corporation||Enigeering Electric -North DMC,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S4UUbW85EfeO8YsBYDqnGPg%3D%3D,North Delhi Municipal Corporation
1828,2023-02-07 17:00:00,2023-02-14 10:00:00,2023-02-15 10:00:00,[28/MWEEE-I/2022-23/TC Item.12]  [28/MWEEE-I/2022-23/TC Item.12][2023_NDMC_144308_1],North Delhi Municipal Corporation||Enigeering Electric -North DMC,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SAak2qBAqAxONp972NYcPLA%3D%3D,North Delhi Municipal Corporation
1829,2023-02-07 17:00:00,2023-02-14 10:00:00,2023-02-15 10:00:00,[28/MWEEE-I/2022-23/TC Item.07]  [28/MWEEE-I/2022-23/TC Item.07][2023_NDMC_144302_1],North Delhi Municipal Corporation||Enigeering Electric -North DMC,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SHPsrzlUxJshde6OoKog%2BcQ%3D%3D,North Delhi Municipal Corporation
1830,2023-02-07 17:00:00,2023-02-14 10:00:00,2023-02-15 10:00:00,[28/MWEEE-I/2022-23/TC Item.03]  [28/MWEEE-I/2022-23/TC Item.03][2023_NDMC_144298_1],North Delhi Municipal Corporation||Enigeering Electric -North DMC,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S5j3TK7qtqbCQXS9g6YSFdg%3D%3D,North Delhi Municipal Corporation
1831,2023-02-07 17:00:00,2023-02-14 10:00:00,2023-02-15 10:00:00,[28/MWEEE-I/2022-23/TC Item.11]  [28/MWEEE-I/2022-23/TC Item.11][2023_NDMC_144307_1],North Delhi Municipal Corporation||Enigeering Electric -North DMC,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SorADoYw%2BGs8l7tVOB87SQA%3D%3D,North Delhi Municipal Corporation
1832,2023-02-07 17:00:00,2023-02-14 10:00:00,2023-02-15 10:00:00,[28/MWEEE-I/2022-23/TC Item.05]  [28/MWEEE-I/2022-23/TC Item.05][2023_NDMC_144300_1],North Delhi Municipal Corporation||Enigeering Electric -North DMC,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=StQjPH9DojcxzewCHBEGRbA%3D%3D,North Delhi Municipal Corporation
1833,2023-02-07 17:00:00,2023-02-14 10:00:00,2023-02-15 10:00:00,[28/MWEEE-I/2022-23/TC Item.06]  [28/MWEEE-I/2022-23/TC Item.06][2023_NDMC_144301_1],North Delhi Municipal Corporation||Enigeering Electric -North DMC,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SKrf4X5cCeVdszWw95O0E4Q%3D%3D,North Delhi Municipal Corporation
